已有数据: 14 条

============================================================
Round 1/6 | 并行生成 11 组查询...
  Prompt 5: 25 条
  Prompt 1: 25 条
  Prompt 8: 25 条
  Prompt 6: 25 条
  Prompt 7: 25 条
  Prompt 4: 25 条
  Prompt 2: 25 条
  Prompt 3: 25 条
  Prompt 9: 25 条
  Prompt 10: 25 条
  Prompt 11: 25 条
  本轮共 275 条待标注，还需 1386 条
  ✓ [15] rag_query            | 想申请开通凌霄管理后台的查看权限，需要直属领导审批还是直接找IT？
  ✓ [658] multi_intent_split   | 我需要开通夸克网盘企业版的数据分析看板权限，另外请问公司统一采购的钉钉...
  ✓ [659] direct_answer        | 4月25号的新人培训是在总部大楼还是线上直播，大概要占用多久时长？
  ✓ [660] escalate             | 内网访问财务共享系统时提示无网络权限，请紧急核查我的终端IP访问白名单...
  ✓ [661] rag_query            | 请问11月法定节假日的调休规则是如何在钉钉考勤中体现的？
  ✓ [662] escalate             | 使用夸克浏览器访问内部办公网页时经常出现加载卡顿现象，请确认是否为系统...
  ✓ [663] rag_query            | 紧急！明天一早就要飞广州处理客诉，请问差旅政策里跨城高铁二等座票价上限...
  ✓ [664] escalate             | 紧急咨询：我的期权归属日期显示异常，钉钉福利系统提示本月到期，但我的授...
  ✓ [665] rag_query            | 今年的员工年度体检预约链接发钉钉了吗，另外家属医疗险的投保名单核对截止...
  ✓ [666] rag_query            | 钉钉定位漂移怎么申诉
  ✓ [667] rag_query            | 节假日值班算不算加班，餐补和交通补是怎么发的？
  ✓ [668] rag_query            | 销售二组每日提交考勤数据的最晚时间是几点？
  ✓ [669] rag_query            | 刚来报到，工牌和饭卡是第一天直接发还是要等HR邮件通知？
  ✓ [670] rag_query            | 星图数据平台下周三凌晨两点架构升级，我的自动化报表跑批会不会中断？
  ✓ [671] escalate             | 外网访问内网代码库一直报证书错误，上周已提交工单但被驳回，能临时开个白...
  ✓ [672] direct_answer        | 访客无线网络的默认连接密码是什么？
  ✓ [673] rag_query            | 新入职员工王小明需要在下周三前完成钉钉入职流程，请问具体的培训材料在哪...
  ✓ [674] multi_intent_split   | 钉钉里的育儿假和陪护假申请入口在哪里，如果本月我请了两天育儿假，会影响...
  ✓ [675] multi_intent_split   | 我上个月工资条里扣的个税怎么比之前多了两百块，顺便问下公司补充医疗保险...
  ✓ [676] escalate             | 我的钉钉账户里今年剩余年假统计出来了吗？
  ✓ [677] rag_query            | 申请跨部门数据接口权限需要经过哪些节点审批？
  ✓ [678] multi_intent_split   | 我的办公电脑连不上阿里郎内网了，能帮我远程看一下吗，顺便问下我今年还剩...
  ✓ [679] direct_answer        | 发票上传老提示格式不对，要jpg还是pdf啊
  ✓ [680] rag_query            | 刚转正的话，年假天数是按照实际出勤折算还是直接给全额啊？
  ✓ [681] escalate             | 上个月的那笔打车费到底打到哪个卡里了，怎么一直没收到？
  ✓ [682] rag_query            | 技术部下个月团建预算批了15000元，请问预订轰趴馆需要提前在阿里行政...
  ✓ [683] rag_query            | 周末加班的调休比例是怎么规定的，是一比一还是可以累积？
  ✓ [684] rag_query            | 马上要订下周五去重庆的机票和酒店，系统一直提示超预算，请问差旅制度里重...
  ✓ [685] direct_answer        | 12楼东侧的彩色打印机具体安排在哪个房间？
  ✓ [686] rag_query            | 那个试用期考核的表格应该找谁要，填完按流程交到哪里？
  ✓ [687] multi_intent_split   | 上周六我在上海客户现场支持，钉钉系统里生成的24小时调休额度怎么转成下...
  ✓ [688] rag_query            | 9月28日在重庆出差产生的1500元客户招待费，制度是否允许与每日差旅...
  ✓ [689] rag_query            | 团队长期外派武汉交付中心驻场已超过两个月，请问制度咨询中关于长期驻外津...
  ✓ [690] multi_intent_split   | 为什么通义千问的私有化部署权限申请要抄送三个总监，这流程设计合理吗？顺...
  ✓ [691] rag_query            | 员工手册里关于远程办公的规定，每周最多允许几天居家，需要提前在哪个系统...
  ✓ [692] rag_query            | 入职手续办完多久能开通内部知识库和夸克盘的访问权限？
  ✓ [693] direct_answer        | 公司最新版内网VPN客户端的官方安装包下载链接是什么。
  ✓ [694] multi_intent_split   | 我的工牌刷不了西溪C区地下车库闸机了，能去安保处重置吗，顺便帮我查下钉...
  ✓ [695] escalate             | 我是产品部的林浩，需在非工作时间段申请阿里云生产环境Root操作权限以...
  ✓ [696] multi_intent_split   | 我10月12号早上因为地铁故障晚到了半小时，钉钉打卡显示缺勤，这个能补...
  ✓ [697] multi_intent_split   | 为什么我申请5月1日到5日的年假，钉钉日历自动同步的会议提醒却消不掉？...
  ✓ [698] escalate             | 邮箱收不到验证码，垃圾箱也翻了，急等回客户！
  ✓ [699] rag_query            | 如何向云效平台申请指定代码仓库的开发者读写权限。
  ✓ [700] rag_query            | 我在通义平台上查到的年假剩余天数具体是多少？
  ✓ [701] escalate             | 投诉报销流程！我是合规部林悦，10月29号提交的合规培训费用因跨部门调...
  ✓ [702] direct_answer        | 市场部在8楼开放区的固定工位分布在几号区块？
  ✓ [703] rag_query            | 根据公司最新发布的《信息安全管理办法》，员工私自将工作资料上传至夸克网...
  ✓ [704] escalate             | 申请个外网白名单，要能连海外测试服的
  ✓ [705] escalate             | 我从华东区调到华南区，钉钉考勤组一直没同步更新导致每天缺卡，能找李姐后...
  ✓ [706] rag_query            | 我安排团队在10月15日带三名P4实习生去成都做线下用户调研，请问差旅...
  ✓ [707] rag_query            | 5月8号病假条补录流程在钉钉考勤模块怎么走一遍？
  ✓ [708] multi_intent_split   | 6月18日的调休记录为什么在钉钉考勤里显示异常，麻烦后台查一下日志，提...
  ✓ [709] multi_intent_split   | 阿里云控制台报500错误怎么快速恢复，难道每次都要等IT回单吗？另外去...
  ✓ [710] rag_query            | 提交北京总部差旅申请后若审批节点滞留超过48小时，制度规定的标准催办路...
  ✓ [711] rag_query            | 10月8日提交的西安差旅报销涉及12000元跨部门会签，请问政策里是否...
  ✓ [712] rag_query            | 我想申请开通通义千问企业版API接口用于内部开发测试，需要提交哪些技术...
  ✓ [713] multi_intent_split   | 工位网口彻底没网，赶紧派修网络的来，顺便查下访客预约记录
  ✓ [714] rag_query            | 新员工入职培训的视频学分怎么算？另外通义实验室的内部技术分享能计入年度...
  ✓ [715] rag_query            | 外勤补卡审批单填好找谁批，5月5号下午外出漏打卡了？
  ✓ [716] direct_answer        | 4月29号晚上加班到凌晨，第二天申请调休2小时的流程在钉钉怎么操作？
  ✓ [717] multi_intent_split   | 真是服了，财务说钉钉报销单里5000元的设备采购预付款审批流又卡住了，...
  ✓ [718] rag_query            | 机票退了重买，差旅超标能特批吗
  ✓ [719] rag_query            | 加班餐券过期能补发吗
  ✓ [720] rag_query            | 我在10月15日参加展会垫付了差旅费共计2350元，已经在钉钉提交了报...
  ✓ [721] multi_intent_split   | 周末拓展取消了吗，群里没信儿，顺便问年会伴手礼在哪领
  ✓ [722] rag_query            | 5月迟到累计超过40分钟怎么扣分，绩效规则发一下？
  ✓ [723] multi_intent_split   | 麻烦帮我开通通义千问的API调用权限，另外3月15号垫付的3500元客...
  ✓ [724] escalate             | 帮我开通一下灵犀财务系统的查看权限。
  ✓ [725] rag_query            | 请提供新员工异地报到的差旅补贴标准，并说明报到首日是否计入正常考勤。
  ✓ [726] rag_query            | 试用期期间如果请长病假，会不会影响最终的转正评估？
  ✓ [727] rag_query            | 5月公积金比例调整申请在钉钉人事服务里怎么提交？
  ✓ [728] multi_intent_split   | 催办！9月20日提交的南京项目差旅报销单金额是8500元已挂起半个月，...
  ✓ [729] multi_intent_split   | 我想把下个月的年假拆分成两天单独休，另外申请开通灵犀数据中台的查询权限...
  ✓ [730] escalate             | 数据库连不上了，主从报警，切流咋操作，急
  ✓ [731] direct_answer        | 宜搭表单提交超时怎么办
  ✓ [732] direct_answer        | 语雀新人文档找不到了，咋搜
  ✓ [733] rag_query            | 我入职满三个月准备在钉钉提交转正申请了，顺便确认一下通义大模型产品培训...
  ✓ [734] multi_intent_split   | 机票退改签手续费超过200元需要总监特批吗？另外国际出差的境外网络漫游...
  ✓ [735] direct_answer        | 总部大厦A座5楼的办公WiFi密码是多少？
  ✓ [736] multi_intent_split   | 5月10日到15日的年假申请为什么卡在直属领导那了，这审批流是不是出b...
  ✓ [737] rag_query            | 周六来公司加班的话，申请流程需要提前几天在钉钉提交呀，4月27号那天大...
  ✓ [738] direct_answer        | 钉钉上下班打卡的标准截止时间是晚上六点半吗？
  ✓ [739] multi_intent_split   | 代码拉取失败咋办，另外把昨天部署脚本的权限给我开一下
  ✓ [740] escalate             | 语雀知识库导出乱码
  ✓ [741] escalate             | 为什么我的季度团建费用报销被驳回？明明预算在通义内部知识库里有备案，请...
  ✓ [742] rag_query            | 请问工牌大概什么时候能做好，我5月3号前需要去机房，有点担心来不及办理...
  ✓ [743] escalate             | 工资条咋还没发，实发数不对，查明细呗
  ✓ [744] rag_query            | 想问下年假折算的具体公式是什么，内部员工手册里没写清楚。
  ✓ [745] escalate             | 我的孕期产检假在10月25日已经通过直属领导审批，但月末核算时钉钉考勤...
